ClassName,nbBugs
org.apache.jmeter.save.SaveService,130
org.apache.jmeter.JMeter,5
org.apache.jmeter.samplers.SampleResult,9
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,2
org.apache.jorphan.reflect.ClassFinder,2
org.apache.jmeter.gui.action.Help,5
org.apache.jmeter.engine.StandardJMeterEngine,16
org.apache.jmeter.threads.JMeterThread,13
org.apache.jmeter.reporters.ResultCollector,12
org.apache.jmeter.visualizers.MailerVisualizer,6
org.apache.jmeter.modifiers.CounterConfig,2
org.apache.jmeter.modifiers.gui.CounterConfigGui,2
org.apache.jmeter.functions.gui.FunctionHelper,1
org.apache.jmeter.protocol.http.config.gui.MultipartUrlConfigGui,2
org.apache.jmeter.protocol.http.config.gui.UrlConfigGui,2
org.apache.jmeter.protocol.http.control.gui.HttpTestSampleGui,2
org.apache.jmeter.gui.GuiPackage,1
org.apache.jmeter.gui.action.ChangeLanguage,1
org.apache.jmeter.gui.action.Load,1
org.apache.jmeter.util.JMeterUtils,1
