ClassName,nbBugs
org.apache.jmeter.control.GenericController,6
org.apache.jmeter.JMeter,35
org.apache.jmeter.modifiers.CounterConfig,13
org.apache.jmeter.reporters.ResultCollector,61
org.apache.jmeter.control.gui.ModuleControllerGui,19
org.apache.jmeter.control.ThroughputController,5
org.apache.jorphan.io.TextFile,3
org.apache.jorphan.collections.HashTree,1
org.apache.jorphan.collections.ListedHashTree,1
org.apache.jmeter.assertions.SizeAssertion,7
org.apache.jmeter.assertions.gui.SizeAssertionGui,3
org.apache.jmeter.threads.gui.ThreadGroupGui,46
org.apache.jmeter.extractor.RegexExtractor,2
org.apache.jmeter.threads.JMeterThread,37
org.apache.jmeter.gui.util.JDateField,3
org.apache.jmeter.util.JMeterUtils,1
org.apache.jmeter.engine.StandardJMeterEngine,21
org.apache.jmeter.gui.GuiPackage,11
org.apache.jmeter.protocol.http.config.gui.UrlConfigGui,5
org.apache.jmeter.protocol.http.proxy.gui.ProxyControlGui,2
org.apache.jmeter.threads.ThreadGroup,26
org.apache.jmeter.util.JsseSSLManager,1
org.apache.jmeter.util.SSLManager,1
org.apache.jmeter.util.keystore.JmeterKeyStore,1
org.apache.jmeter.visualizers.AssertionVisualizer,3
org.apache.jmeter.visualizers.GraphVisualizer,4
org.apache.jmeter.visualizers.StatVisualizer,4
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,12
org.apache.jmeter.visualizers.MailerVisualizer,12
org.apache.jorphan.math.StatCalculator,3
org.apache.jmeter.testelement.AbstractTestElement,7
org.apache.jmeter.testelement.property.AbstractProperty,1
org.apache.jmeter.testelement.property.BooleanProperty,1
org.apache.jmeter.testelement.property.CollectionProperty,2
org.apache.jmeter.testelement.property.DoubleProperty,1
org.apache.jmeter.testelement.property.FloatProperty,1
org.apache.jmeter.testelement.property.FunctionProperty,3
org.apache.jmeter.testelement.property.IntegerProperty,1
org.apache.jmeter.testelement.property.LongProperty,1
org.apache.jmeter.testelement.property.MapProperty,2
org.apache.jmeter.testelement.property.NullProperty,2
org.apache.jmeter.testelement.property.StringProperty,3
org.apache.jmeter.testelement.property.TestElementProperty,2
org.apache.jmeter.config.gui.ArgumentsPanel,14
org.apache.jmeter.protocol.java.config.gui.JavaConfigGui,9
org.apache.jmeter.functions.JavaScript,7
org.apache.jmeter.gui.action.Help,6
org.apache.jmeter.samplers.SampleResult,11
org.apache.jmeter.assertions.gui.AssertionGui,2
org.apache.jmeter.functions.CSVRead,2
org.apache.jmeter.functions.Random,2
org.apache.jmeter.protocol.http.sampler.WebServiceSampler,5
org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler,1
org.apache.jmeter.engine.ClientJMeterEngine,4
org.apache.jmeter.functions.gui.FunctionHelper,1
org.apache.jmeter.visualizers.SplineVisualizer,1
org.apache.jmeter.visualizers.TableVisualizer,1
org.apache.jmeter.reporters.MailerModel,1
org.apache.jmeter.protocol.java.sampler.JavaSampler,2
org.apache.jmeter.protocol.http.config.gui.MultipartUrlConfigGui,2
org.apache.jmeter.protocol.ftp.config.gui.FtpConfigGui,1
org.apache.jmeter.control.gui.TestPlanGui,2
org.apache.jmeter.save.SaveService,12
org.apache.jmeter.protocol.http.gui.CookiePanel,4
org.apache.jmeter.gui.action.AbstractAction,4
org.apache.jmeter.gui.MainFrame,1
org.apache.jmeter.protocol.java.test.JavaTest,1
org.apache.jmeter.modifiers.gui.CounterConfigGui,2
org.apache.jmeter.gui.tree.JMeterTreeNode,1
