ClassName,nbBugs
org.apache.jmeter.protocol.jms.sampler.JMSSampler,24
org.apache.jmeter.control.ThroughputController,31
org.apache.jorphan.util.JOrphanUtils,14
org.apache.jmeter.assertions.ResponseAssertion,14
org.apache.jmeter.JMeter,67
org.apache.jmeter.protocol.java.control.gui.JUnitTestSamplerGui,3
org.apache.jmeter.gui.action.KeyStrokes,2
org.apache.jmeter.visualizers.StatVisualizer,43
org.apache.jmeter.threads.gui.ThreadGroupGui,13
org.apache.jmeter.reporters.ResultCollector,19
org.apache.jmeter.extractor.RegexExtractor,4
org.apache.jmeter.assertions.gui.AssertionGui,9
org.apache.jmeter.protocol.http.control.HttpMirrorServer,2
org.apache.jmeter.control.TestIfController,15
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,6
org.apache.jmeter.protocol.ldap.sampler.LDAPExtSampler,5
org.apache.jmeter.control.RandomOrderController,6
org.apache.jmeter.protocol.ldap.sampler.LdapExtClient,1
org.apache.jorphan.io.TextFile,3
org.apache.jmeter.protocol.tcp.sampler.TCPSampler,5
org.apache.jmeter.config.gui.ArgumentsPanel,2
org.apache.jmeter.control.WhileController,1
org.apache.jmeter.engine.StandardJMeterEngine,13
org.apache.jmeter.threads.JMeterThread,24
org.apache.jmeter.util.XPathUtil,1
org.apache.jmeter.save.SaveService,11
org.apache.jmeter.protocol.http.config.gui.UrlConfigGui,5
org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase,5
org.apache.jmeter.protocol.tcp.config.gui.TCPConfigGui,2
org.apache.jmeter.samplers.SampleResult,12
org.apache.jmeter.testelement.ReportPlan,1
org.apache.jmeter.visualizers.StatGraphVisualizer,12
org.apache.jmeter.control.TransactionSampler,8
org.apache.jmeter.protocol.mail.sampler.MailReaderSampler,1
org.apache.jmeter.protocol.mail.sampler.gui.MailReaderSamplerGui,1
org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler,6
org.apache.jmeter.engine.ClientJMeterEngine,2
org.apache.jmeter.visualizers.ServerPanel,1
org.apache.jmeter.protocol.jms.client.ReceiveSubscriber,2
org.apache.jmeter.config.CSVDataSet,5
org.apache.jmeter.config.CSVDataSetBeanInfo,4
org.apache.jmeter.services.FileServer,4
org.apache.jmeter.protocol.jms.sampler.SubscriberSampler,1
org.apache.jmeter.visualizers.TableVisualizer,4
org.apache.jmeter.visualizers.SummaryReport,1
org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui,1
org.apache.jmeter.control.gui.IfControllerPanel,1
org.apache.jmeter.control.gui.WhileControllerGui,1
org.apache.jmeter.visualizers.AxisGraph,1
org.apache.jmeter.visualizers.MailerVisualizer,1
org.apache.jmeter.functions.Variable,2
org.apache.jmeter.protocol.java.sampler.JavaSampler,1
org.apache.jmeter.control.gui.ModuleControllerGui,6
org.apache.jmeter.util.BeanShellTestElement,1
org.apache.jmeter.reporters.ResultSaver,2
org.apache.jmeter.save.converters.TestElementConverter,2
org.apache.jmeter.save.converters.TestElementPropertyConverter,2
org.apache.jmeter.gui.util.JDateField,1
org.apache.jmeter.functions.JavaScript,1
org.apache.jmeter.protocol.http.sampler.HttpClientDefaultParameters,1
org.apache.jmeter.gui.GuiPackage,2
org.apache.jmeter.samplers.SampleSaveConfiguration,8
org.apache.jmeter.protocol.http.gui.CookiePanel,2
org.apache.jmeter.gui.action.TestLoad,1
org.apache.jmeter.protocol.http.sampler.TestHTTPSamplersAgainstHttpMirrorServer,1
org.apache.jmeter.modifiers.CounterConfig,1
org.apache.jmeter.assertions.XPathAssertionTest,1
