ClassName,nbBugs
org.apache.jmeter.JMeter,34
org.apache.jmeter.reporters.ResultCollector,18
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,3
org.apache.jmeter.engine.StandardJMeterEngine,24
org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase,5
org.apache.jmeter.samplers.SampleResult,17
org.apache.jmeter.threads.gui.ThreadGroupGui,2
org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler,5
org.apache.jmeter.engine.ClientJMeterEngine,2
org.apache.jmeter.protocol.jms.client.ReceiveSubscriber,2
org.apache.jmeter.protocol.jms.sampler.SubscriberSampler,2
org.apache.jmeter.visualizers.SummaryReport,1
org.apache.jmeter.functions.EvalFunction,1
org.apache.jmeter.functions.EvalVarFunction,1
org.apache.jmeter.util.BeanShellTestElement,2
org.apache.jmeter.gui.action.ActionNames,2
org.apache.jmeter.gui.action.CollapseExpand,2
org.apache.jmeter.gui.action.KeyStrokes,2
org.apache.jmeter.gui.action.LoadRecentProject,3
org.apache.jmeter.gui.util.JMeterMenuBar,3
org.apache.jmeter.save.SaveService,15
org.apache.jmeter.services.FileServer,4
org.apache.jmeter.protocol.http.config.gui.UrlConfigGui,1
org.apache.jmeter.samplers.SampleSaveConfiguration,3
org.apache.jmeter.util.BeanShellBeanInfoSupport,1
org.apache.jmeter.modifiers.CounterConfig,1
org.apache.jmeter.modifiers.gui.CounterConfigGui,1
