ClassName,nbBugs
org.apache.jmeter.testelement.property.ObjectProperty,39
org.apache.jmeter.protocol.jms.sampler.JMSSampler,22
org.apache.jmeter.protocol.jms.sampler.PublisherSampler,42
org.apache.jmeter.samplers.SampleResult,79
org.apache.jmeter.sampler.gui.TestActionGui,16
org.apache.jmeter.threads.JMeterContext,14
org.apache.jmeter.protocol.jms.client.ReceiveSubscriber,7
org.apache.jmeter.protocol.http.proxy.ProxyControl,4
org.apache.jmeter.util.XPathUtil,38
org.apache.jmeter.control.TransactionController,8
org.apache.jmeter.functions.gui.FunctionHelper,50
org.apache.jmeter.gui.action.AbstractAction,62
org.apache.jmeter.gui.action.CreateFunctionDialog,47
org.apache.jmeter.reporters.ResultCollector,66
org.apache.jmeter.control.GenericController,1
org.apache.jmeter.visualizers.StatVisualizer,39
org.apache.jmeter.control.gui.ModuleControllerGui,52
org.apache.jmeter.assertions.gui.BeanShellAssertionGui,1
org.apache.jorphan.io.TextFile,12
org.apache.jorphan.gui.ComponentUtil,3
org.apache.jorphan.collections.ListedHashTree,2
org.apache.jorphan.collections.HashTree,8
org.apache.jmeter.engine.StandardJMeterEngine,42
org.apache.jmeter.assertions.SizeAssertion,4
org.apache.jmeter.protocol.http.control.AuthManager,3
org.apache.jmeter.protocol.http.control.CookieManager,3
org.apache.jmeter.JMeter,95
org.apache.jmeter.protocol.http.proxy.Proxy,20
org.apache.jmeter.samplers.SampleSenderFactory,5
org.apache.jmeter.engine.ClientJMeterEngine,28
org.apache.jmeter.engine.RemoteJMeterEngine,24
org.apache.jmeter.engine.RemoteJMeterEngineImpl,24
org.apache.jmeter.modifiers.CounterConfig,18
org.apache.jmeter.modifiers.gui.CounterConfigGui,17
org.apache.jmeter.extractor.RegexExtractor,10
org.apache.jmeter.protocol.http.sampler.HTTPSampleResult,2
org.apache.jmeter.engine.util.ValueReplacer,1
org.apache.jmeter.timers.ConstantThroughputTimer,2
org.apache.jmeter.timers.ConstantThroughputTimerBeanInfo,1
org.apache.jmeter.visualizers.Graph,2
org.apache.jmeter.threads.JMeterThread,58
org.apache.jmeter.protocol.jdbc.config.DataSourceElement,18
org.apache.jmeter.protocol.jdbc.config.DataSourceElementBeanInfo,17
org.apache.jmeter.testbeans.gui.FileEditor,12
org.apache.jmeter.config.CSVDataSet,7
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,24
org.apache.jmeter.visualizers.MailerVisualizer,10
org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase,14
org.apache.jmeter.protocol.ldap.sampler.LDAPExtSampler,18
org.apache.jmeter.protocol.ldap.sampler.LdapExtClient,7
org.apache.jorphan.util.JOrphanUtils,16
org.apache.jmeter.visualizers.DistributionGraphVisualizer,2
org.apache.jmeter.protocol.tcp.sampler.TCPSampler,15
org.apache.jmeter.protocol.tcp.sampler.TCPClient,4
org.apache.jmeter.protocol.tcp.sampler.TCPClientImpl,4
org.apache.jmeter.protocol.http.sampler.HTTPSampler2,6
org.apache.jmeter.protocol.jms.sampler.Receiver,2
org.apache.jmeter.visualizers.ServerPanel,5
org.apache.jmeter.config.gui.ArgumentsPanel,4
org.apache.jmeter.gui.GuiPackage,13
org.apache.jmeter.gui.action.Help,12
org.apache.jmeter.threads.ThreadGroup,49
org.apache.jmeter.threads.gui.ThreadGroupGui,28
org.apache.jmeter.protocol.tcp.config.gui.TCPConfigGui,1
org.apache.jorphan.math.TestStatCalculator,1
org.apache.jmeter.gui.action.Close,4
org.apache.jmeter.protocol.mail.sampler.MailReaderSampler,7
org.apache.jmeter.protocol.mail.sampler.gui.MailReaderSamplerGui,6
org.apache.jmeter.assertions.gui.SizeAssertionGui,2
org.apache.jmeter.assertions.ResponseAssertion,2
