ClassName,nbBugs
org.apache.jmeter.JMeter,13
org.apache.jmeter.save.SaveService,9
org.apache.jmeter.threads.ThreadGroup,10
org.apache.jmeter.timers.ConstantThroughputTimer,4
org.apache.jmeter.visualizers.ViewResultsFullVisualizer,2
org.apache.jmeter.config.gui.ArgumentsPanel,2
org.apache.jmeter.assertions.SizeAssertion,10
org.apache.jmeter.assertions.ResponseAssertion,2
org.apache.jmeter.gui.action.ChangeLanguage,2
org.apache.jmeter.util.JMeterUtils,2
org.apache.jmeter.protocol.jdbc.sampler.JDBCSampler,2
org.apache.jmeter.visualizers.StatVisualizer,3
org.apache.jmeter.protocol.http.config.gui.UrlConfigGui,2
org.apache.jmeter.reporters.ResultCollector,2
org.apache.jmeter.gui.GuiPackage,1
org.apache.jmeter.modifiers.CounterConfig,1
org.apache.jorphan.util.JOrphanUtils,1
