ClassName,nbBugs
org.apache.jmeter.reporters.ResultCollector,56
org.apache.jmeter.threads.JMeterContext,2
org.apache.jmeter.visualizers.StatGraphVisualizer,21
org.apache.jmeter.save.CSVSaveService,3
org.apache.jmeter.save.TestCSVSaveService,2
org.apache.jmeter.protocol.ldap.sampler.LDAPExtSampler,1
org.apache.jmeter.protocol.tcp.sampler.BinaryTCPClientImplTest,3
org.apache.jmeter.engine.StandardJMeterEngine,12
org.apache.jmeter.assertions.gui.XMLConfPanel,1
org.apache.jmeter.assertions.gui.XPathPanel,1
org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase,1
org.apache.jmeter.protocol.tcp.config.gui.TCPConfigGui,1
org.apache.jmeter.protocol.tcp.sampler.TCPSampler,1
org.apache.jmeter.extractor.RegexExtractor,1
org.apache.jmeter.extractor.gui.RegexExtractorGui,1
org.apache.jmeter.threads.ThreadGroup,12
org.apache.jmeter.threads.gui.ThreadGroupGui,3
org.apache.jmeter.threads.JMeterThread,9
org.apache.jmeter.assertions.SizeAssertion,1
org.apache.jmeter.assertions.gui.SizeAssertionGui,1
org.apache.jmeter.config.RandomVariableConfig,1
org.apache.jorphan.math.StatCalculator,1
org.apache.jmeter.protocol.jms.sampler.PublisherSampler,7
org.apache.jmeter.protocol.jms.sampler.SubscriberSampler,7
org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui,3
org.apache.jmeter.protocol.jms.control.gui.JMSSubscriberGui,3
org.apache.jmeter.functions.gui.FunctionHelper,1
org.apache.jmeter.protocol.tcp.sampler.AbstractTCPClient,1
org.apache.jmeter.visualizers.MailerVisualizer,1
org.apache.jmeter.save.SaveService,2
org.apache.jmeter.assertions.ResponseAssertionTest,1
org.apache.jmeter.protocol.java.config.gui.JavaConfigGui,1
org.apache.jmeter.reporters.ResultSaver,1
org.apache.jmeter.protocol.tcp.sampler.LengthPrefixedBinaryTCPClientImplTest,1
org.apache.jmeter.modifiers.CounterConfig,1
