ClassName,nbBugs
org.apache.jmeter.protocol.jms.Utils,2
org.apache.jmeter.protocol.jms.client.Publisher,7
org.apache.jmeter.protocol.jms.sampler.PublisherSampler,4
org.apache.jmeter.protocol.jms.client.ReceiveSubscriber,2
org.apache.jmeter.protocol.jms.sampler.FixedQueueExecutor,1
org.apache.jmeter.threads.JMeterContext,1
org.apache.jmeter.protocol.smtp.sampler.SmtpSampler,12
org.apache.jmeter.protocol.smtp.sampler.tools.CounterOutputStream,10
org.apache.jorphan.io.TextFile,2
org.apache.jorphan.collections.HashTree,1
org.apache.jorphan.collections.ListedHashTree,1
org.apache.jmeter.assertions.SMIMEAssertion,1
org.apache.jmeter.visualizers.SamplerResultTab,12
org.apache.jmeter.save.CSVSaveService,2
org.apache.jmeter.visualizers.ComparisonVisualizer,2
org.apache.jmeter.assertions.CompareAssertionResult,1
org.apache.jmeter.threads.ThreadGroup,7
org.apache.jmeter.threads.gui.ThreadGroupGui,18
org.apache.jmeter.visualizers.StatGraphVisualizer,5
org.apache.jmeter.assertions.gui.AssertionGui,1
org.apache.jmeter.assertions.gui.SizeAssertionGui,1
org.apache.jmeter.gui.AbstractScopedJMeterGuiComponent,1
org.apache.jmeter.util.ScopePanel,1
org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui,4
org.apache.jmeter.protocol.smtp.sampler.gui.SmtpPanel,2
org.apache.jmeter.protocol.smtp.sampler.gui.SmtpSamplerGui,2
org.apache.jmeter.protocol.http.control.TestCacheManager,1
org.apache.jorphan.math.StatCalculator,4
org.apache.jmeter.visualizers.MailerVisualizer,1
org.apache.jmeter.functions.FileToString,2
org.apache.jmeter.protocol.http.util.WSDLHelper,1
org.apache.jmeter.extractor.RegexExtractor,1
org.apache.jmeter.testelement.AbstractScopedTestElement,1
org.apache.jmeter.control.RandomOrderController,1
org.apache.jmeter.visualizers.SearchTextExtension,5
org.apache.jmeter.testbeans.gui.TableEditor,3
org.apache.jmeter.util.JSR223TestElement,1
org.apache.jmeter.protocol.jms.sampler.SubscriberSampler,3
org.apache.jmeter.modifiers.CounterConfig,2
org.apache.jmeter.modifiers.gui.CounterConfigGui,1
