ClassName,nbBugs
org.apache.jmeter.protocol.jms.client.Publisher,1
org.apache.jmeter.protocol.jms.control.gui.JMSPublisherGui,3
org.apache.jmeter.protocol.jms.sampler.PublisherSampler,3
org.apache.jmeter.threads.JMeterContext,1
org.apache.jmeter.protocol.system.gui.SystemSamplerGui,2
org.apache.jmeter.config.gui.RowDetailDialog,2
org.apache.jorphan.collections.ListedHashTree,1
org.apache.jmeter.visualizers.MailerVisualizer,2
org.apache.jmeter.protocol.java.sampler.JavaSampler,1
org.apache.jmeter.protocol.http.util.WSDLHelper,1
org.apache.jmeter.util.ScriptingBeanInfoSupport,5
org.apache.jmeter.save.SaveService,2
