ClassName,nbBugs
org.eclipse.jetty.client.SelectConnector,4
org.eclipse.jetty.server.AsyncHttpConnection,2
org.eclipse.jetty.client.helperClasses.AbstractSslServerAndClientCreator,1
org.eclipse.jetty.util.Utf8Appendable,3
org.eclipse.jetty.util.Utf8StringBuffer,2
org.eclipse.jetty.util.Utf8StringBuilder,2
org.eclipse.jetty.websocket.WebSocketConnectionD08,1
org.eclipse.jetty.server.handler.ShutdownHandler,4
org.eclipse.jetty.server.handler.ShutdownHandlerTest,6
org.eclipse.jetty.util.log.StdErrLog,1
org.eclipse.jetty.http.HttpParser,20
org.eclipse.jetty.server.session.JDBCSessionIdManager,3
org.eclipse.jetty.server.HttpConnection,6
org.eclipse.jetty.server.HttpOutput,5
org.eclipse.jetty.server.Request,2
org.eclipse.jetty.server.RequestTest,1
org.eclipse.jetty.server.ssl.SSLCloseTest,3
org.eclipse.jetty.server.HttpServerTestBase,4
org.eclipse.jetty.http.PathMap,4
org.eclipse.jetty.rewrite.handler.RewriteHandler,1
org.eclipse.jetty.security.HashLoginService,3
org.eclipse.jetty.security.PropertyUserStore,1
org.eclipse.jetty.server.handler.ResourceHandlerTest,1
