ClassName,nbBugs
org.eclipse.jetty.server.Request,1
org.eclipse.jetty.servlet.DispatcherForwardTest,1
org.eclipse.jetty.client.HttpClient,1
org.eclipse.jetty.client.util.FormContentProvider,1
org.eclipse.jetty.websocket.common.extensions.compress.CompressExtension,1
org.eclipse.jetty.client.http.HttpSenderOverHTTP,1
org.eclipse.jetty.client.ConnectionPool,1
org.eclipse.jetty.client.MultiplexHttpDestination,1
org.eclipse.jetty.client.PoolingHttpDestination,1
org.eclipse.jetty.client.http.HttpDestinationOverHTTPTest,1
