ClassName,nbBugs
org.eclipse.jetty.http.spi.JettyHttpServer,1
org.eclipse.jetty.maven.plugin.JettyEffectiveWebXml,6
org.eclipse.jetty.maven.plugin.JettyRunForkedMojo,6
org.eclipse.jetty.servlet.DefaultServlet,1
org.eclipse.jetty.util.IteratingCallback,8
org.eclipse.jetty.proxy.AsyncProxyServlet,1
org.eclipse.jetty.osgi.boot.OSGiWebInfConfiguration,1
org.eclipse.jetty.quickstart.QuickStartDescriptorGenerator,4
org.eclipse.jetty.start.TestBadUseCases,1
org.eclipse.jetty.start.Main,1
org.eclipse.jetty.start.Modules,1
org.eclipse.jetty.util.MultiException,1
org.eclipse.jetty.util.resource.PathResource,5
org.eclipse.jetty.http.HttpParser,2
org.eclipse.jetty.security.AliasedConstraintTest,2
org.eclipse.jetty.servlet.ServletHolder,1
org.eclipse.jetty.proxy.ProxyServletTest,2
org.eclipse.jetty.server.HttpChannel,1
org.eclipse.jetty.client.util.InputStreamResponseListener,2
org.eclipse.jetty.client.ConnectionPool,1
org.eclipse.jetty.client.HttpDestination,1
org.eclipse.jetty.client.PoolingHttpDestination,1
org.eclipse.jetty.DataSourceLoginServiceTest,2
org.eclipse.jetty.DatabaseLoginServiceTestServer,2
org.eclipse.jetty.server.ServerConnectorTest,1
