ClassName,nbBugs
org.eclipse.jetty.websocket.helper.SafariD00,1
org.eclipse.jetty.server.Server,16
org.eclipse.jetty.server.ssl.SSLSelectChannelConnectorLoadTest,16
org.eclipse.jetty.servlets.IncludableGzipFilterMinSizeTest,3
org.eclipse.jetty.servlets.DoSFilter,3
org.eclipse.jetty.http.spi.JettyHttpExchange,2
org.eclipse.jetty.server.handler.ContextHandler,1
org.eclipse.jetty.server.handler.ContextHandlerGetResourceTest,1
org.eclipse.jetty.servlet.DefaultServletTest,1
org.eclipse.jetty.io.IOTest,1
