ClassName,nbBugs
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.launcher.AbstractPluginBlock,3
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.launcher.PluginBlock,3
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.target.impl.TargetDefinition,3
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.target.provisional.LoadTargetDefinitionJob,17
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.target.impl.AbstractBundleContainer,4
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.target.impl.ProfileBundleContainer,6
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.ICoreConstants,9
org.eclipse.pde.ui.tests.src.org.eclipse.pde.ui.tests.target.TargetDefinitionTests,1
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.target.impl.TargetPlatformService,4
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.build.RuntimeInstallJob,2
