ClassName,nbBugs
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.schema.ElementSection,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.wizards.tools.ConvertedProjectsPage,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.launcher.AbstractPluginBlock,4
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.schema.SchemaAttributeDetails,2
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.schema.SchemaElementDetails,2
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.schema.Schema,1
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.PDECore,4
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.WorkspacePluginModelManager,2
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.ICoreConstants,2
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.builders.ManifestConsistencyChecker,2
