ClassName,nbBugs
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.plugin.ImportPackageSection,1
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.PDEExtensionRegistry,2
org.eclipse.pde.runtime.src.org.eclipse.pde.internal.runtime.registry.RegistryBrowserContentProvider,2
org.eclipse.pde.runtime.src.org.eclipse.pde.internal.runtime.registry.RegistryBrowserLabelProvider,4
org.eclipse.pde.runtime.src.org.eclipse.pde.internal.runtime.registry.RegistryBrowser,6
org.eclipse.pde.runtime.src.org.eclipse.pde.internal.runtime.PDERuntimeMessages,3
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.schema.Schema,2
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.PDECore,2
org.eclipse.pde.core.src.org.eclipse.pde.internal.core.PreferenceInitializer,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.wizards.imports.FeatureImportWizardPage,2
