ClassName,nbBugs
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.launcher.JREBlock,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.launcher.VMHelper,1
org.eclipse.pde.ui.src.org.eclipse.pde.ui.launcher.IPDELauncherConstants,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.plugin.ExtensionsSection,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.wizards.exports.FeatureExportWizard,1
org.eclipse.pde.ui.src.org.eclipse.pde.internal.ui.editor.plugin.ManifestEditor,1
org.eclipse.pde.runtime.src.org.eclipse.pde.internal.runtime.PDERuntimeMessages,1
