ClassName,nbBugs
org.eclipse.pde.launching.src.org.eclipse.pde.internal.launching.launcher.LauncherUtils,1
org.eclipse.pde.launching.src.org.eclipse.pde.launching.AbstractPDELaunchConfiguration,1
org.eclipse.pde.launching.src.org.eclipse.pde.launching.EclipseApplicationLaunchConfiguration,1
org.eclipse.pde.launching.src.org.eclipse.pde.launching.EquinoxLaunchConfiguration,1
org.eclipse.pde.launching.src.org.eclipse.pde.launching.JUnitLaunchConfigurationDelegate,1
org.eclipse.pde.ui.src.org.eclipse.pde.ui.launcher.EclipseApplicationLaunchConfiguration,1
