Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,PDEUserAssistanceLabelProvider,2,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getText,15,5,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectText,16,5,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectText,9,2,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectText,3,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectText,3,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getImage,15,5,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectImage,24,8,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectImage,12,4,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectImage,25,6,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceLabelProvider,getObjectImage,26,6,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,PDEUserAssistanceUIPlugin,2,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,start,4,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,stop,4,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,getDefault,3,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,getActiveWorkbenchShell,7,2,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,getActiveWorkbenchWindow,3,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,logException,21,5,3
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,run,3,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,logException,3,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,getActivePage,3,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPlugin,getLabelProvider,4,2,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPluginImages,create,3,1,2
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPluginImages,get,4,2,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPluginImages,initialize,3,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPluginImages,makeImageURL,4,1,2
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui,PDEUserAssistanceUIPluginImages,manage,5,1,2
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,CSAbstractDetails,4,1,2
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,createContents,5,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,configureParentLayout,3,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,createDetails,0,1,1
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,updateFields,0,1,0
eclipse.pde.ui-200904281800,org.eclipse.pde.internal.ua.ui.editor.cheatsheet,CSAbstractDetails,hookListeners,0,1,0
