ClassName,nbBugs
org.nd4j.autodiff.functions.DifferentialFunctionFactory,21
org.nd4j.linalg.api.ops.impl.broadcast.BiasAdd,13
org.nd4j.linalg.api.ops.impl.broadcast.BiasAddGrad,13
org.nd4j.linalg.api.ops.impl.shape.Concat,18
org.nd4j.linalg.api.ops.impl.shape.bp.ConcatBp,14
org.nd4j.autodiff.opvalidation.LayerOpValidation,18
org.nd4j.imports.TFGraphs.TFGraphTestAllSameDiff,13
org.nd4j.linalg.factory.Nd4j,8
org.nd4j.jita.allocator.context.impl.BasicContextPool,1
org.nd4j.jita.allocator.context.impl.PackedContextPool,1
org.nd4j.jita.memory.CudaMemoryManager,1
org.nd4j.linalg.jcublas.JCublasNDArrayFactory,1
org.nd4j.linalg.jcublas.blas.JcublasLapack,1
org.nd4j.linalg.jcublas.blas.JcublasLevel1,1
org.nd4j.linalg.jcublas.blas.JcublasLevel2,1
org.nd4j.linalg.jcublas.blas.JcublasLevel3,1
org.nd4j.linalg.jcublas.buffer.BaseCudaDataBuffer,2
org.nd4j.linalg.jcublas.context.CudaContext,1
org.nd4j.linalg.jcublas.ops.executioner.CudaExecutioner,2
org.nd4j.nativeblas.Nd4jCuda,1
org.nd4j.nativeblas.Nd4jCpu,2
org.nd4j.linalg.Nd4jTestsC,2
org.nd4j.linalg.ops.OpExecutionerTestsC,1
org.deeplearning4j.nn.conf.layers.samediff.SameDiffLambdaVertex,3
org.deeplearning4j.nn.layers.samediff.SameDiffGraphVertex,4
org.deeplearning4j.nn.layers.samediff.SameDiffLayer,6
org.deeplearning4j.nn.layers.samediff.SameDiffOutputLayer,4
org.nd4j.autodiff.functions.DifferentialFunction,12
org.nd4j.autodiff.samediff.SameDiff,26
org.nd4j.autodiff.samediff.internal.AbstractSession,7
org.nd4j.autodiff.samediff.internal.InferenceSession,10
org.nd4j.autodiff.validation.GradCheckUtil,7
org.nd4j.autodiff.validation.OpValidation,12
org.nd4j.imports.converters.ImportClassMapping,12
org.nd4j.linalg.api.ops.BaseBroadcastBoolOp,4
org.nd4j.linalg.api.ops.BaseScalarOp,3
org.nd4j.linalg.api.ops.DynamicCustomOp,8
org.nd4j.linalg.api.ops.impl.layers.ExternalErrorsFunction,6
org.nd4j.linalg.api.ops.impl.transforms.CheckNumerics,3
org.nd4j.linalg.api.ops.random.BaseRandomOp,3
org.nd4j.autodiff.opvalidation.MiscOpValidation,3
org.nd4j.autodiff.samediff.SameDiffTests,11
org.nd4j.imports.listeners.ImportModelDebugger,4
org.nd4j.autodiff.listeners.impl.UIListener,6
org.nd4j.autodiff.samediff.SDVariable,11
org.nd4j.autodiff.samediff.ops.SDBaseOps,7
org.nd4j.imports.graphmapper.tf.TFGraphMapper,6
org.nd4j.linalg.api.ops.BaseReduceOp,5
org.nd4j.linalg.api.ops.impl.shape.Transpose,5
org.nd4j.autodiff.opvalidation.ShapeOpValidation,3
org.nd4j.autodiff.opvalidation.TransformOpValidation,5
org.nd4j.autodiff.samediff.FlatBufferSerdeTest,6
org.nd4j.autodiff.ui.UIListenerTest,3
org.nd4j.autodiff.listeners.ListenerEvaluations,3
org.nd4j.autodiff.listeners.ListenerVariables,4
org.nd4j.autodiff.listeners.records.EvaluationRecord,5
org.nd4j.autodiff.listeners.records.History,4
org.nd4j.autodiff.listeners.records.LossCurve,4
org.nd4j.autodiff.samediff.TrainingConfig,3
org.nd4j.autodiff.samediff.config.BatchOutputConfig,3
org.nd4j.autodiff.samediff.config.EvaluationConfig,3
org.nd4j.autodiff.samediff.config.OutputConfig,3
org.nd4j.autodiff.TestSessions,3
org.nd4j.autodiff.execution.GraphExecutionerTest,3
org.nd4j.autodiff.samediff.FailingSameDiffTests,3
org.nd4j.autodiff.samediff.NameScopeTests,5
org.deeplearning4j.samediff.CompareTrainingImplementations,2
org.nd4j.autodiff.samediff.serde.FlatBuffersMapper,5
org.nd4j.linalg.api.ops.BaseOp,4
org.nd4j.remote.serving.SameDiffServlet,2
org.nd4j.autodiff.samediff.transform.GraphTransformUtil,1
org.nd4j.autodiff.samediff.transform.SubGraph,1
org.nd4j.autodiff.samediff.transform.SubGraphPredicate,1
org.nd4j.linalg.api.ops.impl.layers.convolution.DeConv2D,2
org.nd4j.linalg.api.ops.impl.shape.tensorops.TensorArrayConcat,2
org.nd4j.linalg.api.ops.impl.shape.tensorops.TensorArrayGather,2
org.nd4j.linalg.api.ops.impl.shape.tensorops.TensorArrayRead,2
org.nd4j.autodiff.samediff.GraphTransformUtilTests,1
org.nd4j.imports.TensorFlowImportTest,1
org.nd4j.autodiff.opvalidation.ReductionOpValidation,1
org.nd4j.linalg.api.ops.BaseBroadcastOp,1
org.nd4j.linalg.api.ops.impl.reduce.Mmul,1
