ClassName,nbBugs
org.apache.tools.ant.taskdefs.compilers.JavacExternal,1
org.apache.tools.ant.taskdefs.Recorder,2
org.apache.tools.ant.taskdefs.SQLExec,4
org.apache.tools.zip.ExtraFieldUtils,5
org.apache.tools.zip.UnrecognizedExtraField,5
org.apache.tools.zip.ZipEntry,5
org.apache.tools.ant.taskdefs.Ear,1
org.apache.tools.ant.taskdefs.Rmic,1
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,1
org.apache.tools.ant.AntClassLoader,2
org.apache.tools.ant.taskdefs.FixCrLfTest,1
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,1
org.apache.tools.ant.types.Description,1
org.apache.tools.ant.taskdefs.Jar,2
org.apache.tools.ant.taskdefs.Manifest,2
org.apache.tools.ant.taskdefs.optional.metamata.AbstractMetamataTask,1
org.apache.tools.ant.taskdefs.optional.Rpm,1
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask,1
org.apache.tools.ant.taskdefs.Parallel,2
org.apache.tools.ant.ProjectHelper,5
org.apache.tools.ant.taskdefs.compilers.Gcj,1
