ClassName,nbBugs
org.apache.tools.ant.filters.util.ChainReaderHelper,234
org.apache.tools.ant.taskdefs.StreamPumper,2
org.apache.tools.ant.ProjectHelper,79
org.apache.tools.ant.helper.ProjectHelper2,76
org.apache.tools.ant.taskdefs.Javadoc,2
org.apache.tools.ant.taskdefs.Jar,12
org.apache.tools.ant.Project,6
org.apache.tools.ant.taskdefs.AntStructure,3
org.apache.tools.ant.taskdefs.Untar,2
org.apache.tools.ant.taskdefs.SQLExec,3
org.apache.tools.ant.taskdefs.compilers.JavacExternal,1
org.apache.tools.ant.DirectoryScanner,2
org.apache.tools.ant.taskdefs.ExecTask,9
org.apache.tools.ant.taskdefs.Execute,10
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,7
org.apache.tools.ant.filters.LineContainsRegExp,3
org.apache.tools.ant.types.Commandline,1
org.apache.tools.ant.taskdefs.ExecuteOn,1
org.apache.tools.ant.taskdefs.Delete,2
org.apache.tools.ant.util.DOMElementWriter,1
org.apache.tools.ant.types.ArchiveScanner,1
org.apache.tools.ant.taskdefs.Copy,6
org.apache.tools.ant.taskdefs.Parallel,12
org.apache.tools.ant.taskdefs.PumpStreamHandler,1
org.apache.tools.ant.taskdefs.SignJar,2
org.apache.tools.ant.taskdefs.Concat,2
org.apache.tools.ant.taskdefs.Expand,1
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,1
org.apache.tools.ant.taskdefs.Apt,1
org.apache.tools.ant.taskdefs.ImportTask,2
org.apache.tools.ant.filters.ReplaceTokens,2
org.apache.tools.zip.ZipFile,10
org.apache.tools.ant.taskdefs.Sync,1
org.apache.tools.ant.types.resources.FileResource,4
org.apache.tools.ant.util.facade.FacadeTaskHelper,1
org.apache.tools.ant.util.ResourceUtils,1
org.apache.tools.ant.taskdefs.ManifestClassPath,7
org.apache.tools.ant.taskdefs.Checksum,1
org.apache.tools.zip.UnrecognizedExtraField,1
org.apache.tools.tar.TarUtils,3
org.apache.tools.ant.taskdefs.optional.native2ascii.KaffeNative2Ascii,1
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory,1
org.apache.tools.ant.AntClassLoader,9
org.apache.tools.tar.TarOutputStream,1
org.apache.tools.ant.UnknownElement,3
org.apache.tools.ant.taskdefs.Zip,2
org.apache.tools.ant.taskdefs.optional.TraXLiaison,3
org.apache.tools.ant.IntrospectionHelper,3
org.apache.tools.ant.taskdefs.Javac,1
org.apache.tools.ant.util.IdentityStack,1
org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat,1
org.apache.tools.ant.taskdefs.optional.image.Image,1
org.apache.tools.ant.Main,4
org.apache.tools.ant.taskdefs.MacroDef,1
org.apache.tools.ant.taskdefs.email.MimeMailer,1
org.apache.tools.ant.taskdefs.Replace,1
org.apache.tools.ant.taskdefs.optional.depend.ClassFile,1
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool,1
org.apache.tools.ant.types.optional.image.Arc,1
org.apache.tools.ant.types.optional.image.Ellipse,1
org.apache.tools.ant.types.optional.image.Rectangle,1
org.apache.tools.ant.types.optional.image.Rotate,1
org.apache.tools.ant.types.optional.image.Scale,2
org.apache.tools.ant.types.Description,1
org.apache.tools.ant.taskdefs.optional.net.FTP,1
org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp,1
org.apache.tools.ant.taskdefs.XSLTProcess,1
org.apache.tools.ant.taskdefs.rmic.ForkingSunRmic,3
org.apache.tools.ant.taskdefs.Rmic,1
org.apache.tools.ant.taskdefs.optional.Rpm,1
org.apache.tools.ant.util.FileUtils,1
org.apache.tools.zip.ExtraFieldUtils,1
org.apache.tools.ant.taskdefs.LoadProperties,1
org.apache.tools.ant.taskdefs.Tar,1
org.apache.tools.ant.util.Base64Converter,1
org.apache.tools.ant.taskdefs.compilers.Gcj,1
org.apache.tools.ant.types.PropertySet,1
org.apache.tools.ant.util.LineOrientedOutputStream,1
org.apache.tools.ant.taskdefs.Pack,1
